Date,Price
12/23/13,9.57
12/24/13,10.09
12/26/13,10.37
12/27/13,10.07
12/30/13,10.16
12/31/13,10.03
1/2/14,10.01
1/3/14,9.97
1/6/14,9.80
1/7/14,9.96
1/8/14,10.09
1/9/14,9.84
1/10/14,9.71
1/13/14,9.29
1/14/14,10.75
1/15/14,10.94
1/16/14,11.40
1/17/14,11.33
1/21/14,11.78
1/22/14,11.90
1/23/14,12.10
1/24/14,11.64
1/27/14,11.31
1/28/14,11.89
1/29/14,11.68
1/30/14,12.19
1/31/14,12.09
2/3/14,11.81
2/4/14,11.92
2/5/14,11.63
2/6/14,11.89
2/7/14,12.44
2/10/14,13.10
2/11/14,13.11
2/12/14,13.02
2/13/14,13.31
2/14/14,13.22
2/18/14,13.58
2/19/14,12.91
2/20/14,14.00
2/21/14,13.97
2/24/14,14.51
2/25/14,16.53
2/26/14,16.87
2/27/14,16.84
2/28/14,16.32
3/3/14,16.70
3/4/14,16.99
3/5/14,16.84
3/6/14,16.86
3/7/14,16.41
3/10/14,15.92
3/11/14,15.63
3/12/14,16.10
3/13/14,15.85
3/14/14,15.40
3/17/14,15.60
3/18/14,16.00
3/19/14,15.72
3/20/14,15.66
3/21/14,15.26
3/24/14,14.68
3/25/14,14.70
3/26/14,14.20
3/27/14,13.82
3/28/14,14.16
3/31/14,13.90
4/1/14,14.46
4/2/14,15.35
4/3/14,15.03
4/4/14,14.15
4/7/14,13.83
4/8/14,14.36
4/9/14,14.46
4/10/14,13.61
4/11/14,13.59
4/14/14,13.21
4/15/14,12.93
4/16/14,13.27
4/17/14,13.21
4/21/14,13.63
4/22/14,14.58
4/23/14,13.87
4/24/14,13.86
4/25/14,13.32
4/28/14,13.23
4/29/14,13.79
4/30/14,13.86
5/1/14,13.85
5/2/14,14.06
5/5/14,14.44
5/6/14,13.82
5/7/14,13.42
5/8/14,11.91
5/9/14,12.15
5/12/14,12.31
5/13/14,12.68
5/14/14,12.71
5/15/14,12.57
5/16/14,12.77
5/19/14,13.07
5/20/14,13.02
5/21/14,13.30
5/22/14,13.66
5/23/14,13.82
5/27/14,14.10
5/28/14,14.02
5/29/14,14.02
5/30/14,13.85
6/2/14,13.65
6/3/14,13.66
6/4/14,13.60
6/5/14,13.79
6/6/14,13.88
6/9/14,13.69
6/10/14,13.49
6/11/14,13.63
6/12/14,13.57
6/13/14,13.76
6/16/14,14.97
6/17/14,15.44
6/18/14,15.14
6/19/14,15.19
6/20/14,15.31
6/23/14,15.81
6/24/14,15.50
6/25/14,15.79
6/26/14,15.71
6/27/14,15.94
6/30/14,16.00
7/1/14,15.98
7/2/14,15.30
7/3/14,15.28
7/7/14,14.84
7/8/14,14.60
7/9/14,14.87
7/10/14,14.63
7/11/14,14.54
7/14/14,15.11
7/15/14,14.64
7/16/14,14.48
7/17/14,14.36
7/18/14,14.67
7/21/14,14.70
7/22/14,14.64
7/23/14,14.83
7/24/14,14.90
7/25/14,14.90
7/28/14,14.99
7/29/14,15.00
7/30/14,15.26
7/31/14,14.89
8/1/14,15.55
8/4/14,15.90
8/5/14,15.90
8/6/14,16.60
8/7/14,16.83
8/8/14,16.54
8/11/14,17.29
8/12/14,17.33
8/13/14,17.35
8/14/14,17.43
8/15/14,17.47
8/18/14,17.33
8/19/14,17.12
8/20/14,17.05
8/21/14,16.96
8/22/14,17.12
8/25/14,17.50
8/26/14,17.45
8/27/14,17.55
8/28/14,17.59
8/29/14,17.98
9/2/14,18.94
9/3/14,18.75
9/4/14,19.07
9/5/14,18.49
9/8/14,18.81
9/9/14,18.57
9/10/14,18.74
9/11/14,18.69
9/12/14,18.61
9/15/14,16.92
9/16/14,17.38
9/17/14,17.43
9/18/14,17.59
9/19/14,17.29
9/22/14,16.67
9/23/14,16.69
9/24/14,16.81
9/25/14,16.46
9/26/14,16.44
9/29/14,16.35
9/30/14,16.18
10/1/14,16.02
10/2/14,16.76
10/3/14,17.01
10/6/14,17.37
10/7/14,17.30
10/8/14,17.29
10/9/14,17.13
10/10/14,15.79
10/13/14,14.97
10/14/14,15.14
10/15/14,15.31
10/16/14,15.09
10/17/14,15.17
10/20/14,15.36
10/21/14,15.69
10/22/14,15.41
10/23/14,15.69
10/24/14,15.68
10/27/14,14.78
10/28/14,16.18
10/29/14,15.87
10/30/14,15.91
10/31/14,16.11
11/3/14,16.17
11/4/14,15.93
11/5/14,15.40
11/6/14,16.08
11/7/14,16.01
11/10/14,16.13
11/11/14,16.74
11/12/14,16.61
11/13/14,16.78
11/14/14,17.25
11/17/14,16.93
11/18/14,17.18
11/19/14,16.52
11/20/14,16.58
11/21/14,16.19
11/24/14,16.45
11/25/14,16.54
11/26/14,16.56
11/28/14,16.30
12/1/14,15.44
12/2/14,15.43
12/3/14,15.29
12/4/14,15.22
12/5/14,14.91
12/8/14,14.29
12/9/14,14.46
12/10/14,13.99
12/11/14,13.93
12/12/14,13.80
12/15/14,13.60
